model year,make,model,vehicle class,engine size (l),cylinders,transmission,fuel type,fuel consumption city (l/100 km),fuel consumption hwy (l/100 km),fuel consumption comb (l/100 km),fuel consumption comb (mpg),co2 emissions (g/km),co2 rating,smog rating
2020,Chevrolet,Camaro,Subcompact,3.6,6,M6,X,14.3,9.0,11.9,24,280,4,6
2020,Chevrolet,Camaro SS,Subcompact,6.2,8,AS10,Z,14.6,8.9,12.1,23,282,4,1
2020,Chevrolet,Camaro SS,Subcompact,6.2,8,M6,Z,14.9,9.9,12.6,22,296,3,1
2020,Chevrolet,Camaro ZL1,Subcompact,6.2,8,AS10,Z,18.3,11.2,15.1,19,355,2,1
2020,Chevrolet,Camaro ZL1,Subcompact,6.2,8,M6,Z,17.2,12.0,14.8,19,349,2,1
2020,Chevrolet,Colorado,Pickup truck: Small,2.5,4,A6,X,12.1,9.2,10.8,26,252,4,5
2020,Chevrolet,Colorado,Pickup truck: Small,2.8,4,A6,D,11.8,7.9,10.1,28,270,4,3
2020,Chevrolet,Colorado,Pickup truck: Small,3.6,6,A8,X,13.4,9.6,11.7,24,273,4,5
2020,Chevrolet,Colorado 4WD,Pickup truck: Small,2.5,4,A6,X,12.6,9.7,11.3,25,265,4,5
2020,Chevrolet,Colorado 4WD,Pickup truck: Small,2.8,4,A6,D,12.3,8.5,10.6,27,284,3,3
2020,Chevrolet,Colorado 4WD,Pickup truck: Small,3.6,6,A8,X,14.0,9.9,12.2,23,286,3,5
2020,Chevrolet,Colorado ZR2 4WD,Pickup truck: Small,2.8,4,A6,D,13.3,10.6,12.1,23,326,3,3
2020,Chevrolet,Colorado ZR2 4WD,Pickup truck: Small,3.6,6,A8,X,15.0,13.0,14.1,20,331,3,5
2020,Chevrolet,Corvette,Two-seater,6.2,8,AS8,Z,15.4,8.7,12.4,23,290,3,3
2020,Chevrolet,Equinox,SUV: Small,1.5,4,A6,X,8.9,7.7,8.4,34,196,6,7
2020,Chevrolet,Equinox AWD,SUV: Small,1.5,4,A6,X,9.3,8.0,8.7,32,204,6,7
2020,Chevrolet,Equinox AWD,SUV: Small,2.0,4,A9,Z,10.9,8.3,9.7,29,228,5,5
2020,Chevrolet,Impala,Full-size,3.6,6,AS6,X,12.8,8.5,10.9,26,255,4,5
2020,Chevrolet,Impala,Full-size,3.6,6,AS6,E,17.2,11.6,14.7,19,246,4,5
2020,Chevrolet,Malibu,Mid-size,1.5,4,AV,X,8.2,6.6,7.5,38,189,6,6
2020,Chevrolet,Malibu,Mid-size,2.0,4,A9,Z,10.5,7.4,9.1,31,214,5,5
2020,Chevrolet,Silverado,Pickup truck: Standard,2.7,4,A8,X,11.9,10.3,11.1,25,262,4,6
2020,Chevrolet,Silverado WT,Pickup truck: Standard,2.7,4,A8,X,12.5,10.8,11.7,24,275,4,6
2020,Chevrolet,Silverado,Pickup truck: Standard,3.0,6,A10,D,10.2,7.2,8.9,32,238,5,1
2020,Chevrolet,Silverado,Pickup truck: Standard,4.3,6,A6,X,15.1,11.5,13.5,21,318,3,6
2020,Chevrolet,Silverado,Pickup truck: Standard,5.3,8,A6,X,15.9,11.4,13.9,20,326,3,5
2020,Chevrolet,Silverado FFV,Pickup truck: Standard,5.3,8,A6,X,16.0,12.6,14.4,20,339,2,3
2020,Chevrolet,Silverado FFV,Pickup truck: Standard,5.3,8,A6,E,22.2,16.2,19.5,14,326,3,3
2020,Chevrolet,Silverado,Pickup truck: Standard,5.3,8,A8,X,13.9,10.1,12.2,23,286,3,5
2020,Chevrolet,Silverado 4WD,Pickup truck: Standard,2.7,4,A8,X,12.5,10.8,11.7,24,275,4,6
2020,Chevrolet,Silverado WT 4WD,Pickup truck: Standard,2.7,4,A8,X,12.7,11.0,12.0,24,280,4,6
2020,Chevrolet,Silverado 4WD,Pickup truck: Standard,3.0,6,A10,D,10.4,8.0,9.4,30,252,4,1
2020,Chevrolet,Silverado 4WD,Pickup truck: Standard,4.3,6,A6,X,15.7,12.0,14.1,20,331,3,6
2020,Chevrolet,Silverado 4WD Custom Trail Boss,Pickup truck: Standard,4.3,6,A6,X,16.3,12.9,14.8,19,349,2,6
2020,Chevrolet,Silverado 4WD,Pickup truck: Standard,5.3,8,A6,X,15.9,11.8,14.1,20,331,3,5
2020,Chevrolet,Silverado 4WD FFV,Pickup truck: Standard,5.3,8,A6,X,16.6,13.0,15.0,19,350,2,3
2020,Chevrolet,Silverado 4WD FFV,Pickup truck: Standard,5.3,8,A6,E,22.3,18.1,20.5,14,342,2,3
2020,Chevrolet,Silverado 4WD Custom Trail Boss,Pickup truck: Standard,5.3,8,A6,X,16.7,13.1,15.1,19,354,2,5
2020,Chevrolet,Silverado 4WD,Pickup truck: Standard,5.3,8,A8,X,14.7,10.7,12.9,22,303,3,5
2020,Chevrolet,Silverado 4WD,Pickup truck: Standard,5.3,8,A10,X,14.3,10.6,12.6,22,296,3,5
2020,Chevrolet,Silverado 4WD LT Trail Boss,Pickup truck: Standard,5.3,8,A10,X,14.7,11.2,13.1,22,307,3,5
2020,Chevrolet,Silverado 4WD,Pickup truck: Standard,6.2,8,A10,Z,15.0,12.0,13.7,21,321,3,3
2020,Chevrolet,Silverado 4WD Custom Trail Boss,Pickup truck: Standard,6.2,8,A10,Z,16.8,13.3,15.2,19,357,2,3
2020,Chevrolet,Silverado 4WD LT Trail Boss,Pickup truck: Standard,6.2,8,A10,Z,15.7,12.4,14.2,20,332,3,3
2020,Chevrolet,Spark,Subcompact,1.4,4,AV,X,7.9,6.2,7.1,40,167,7,5
2020,Chevrolet,Spark,Subcompact,1.4,4,M5,X,8.0,6.2,7.2,39,170,7,5
2020,Chevrolet,Suburban,SUV: Standard,5.3,8,A6,X,15.7,10.5,13.4,21,314,3,3
2020,Chevrolet,Suburban FFV,SUV: Standard,5.3,8,A6,X,15.7,10.5,13.4,21,314,3,3
2020,Chevrolet,Suburban FFV,SUV: Standard,5.3,8,A6,E,21.2,13.9,17.9,16,298,3,3
2020,Chevrolet,Suburban 4WD,SUV: Standard,5.3,8,A6,X,16.8,11.3,14.4,20,337,2,3
2020,Chevrolet,Suburban 4WD FFV,SUV: Standard,5.3,8,A6,X,16.8,11.3,14.4,20,337,2,3
2020,Chevrolet,Suburban 4WD FFV,SUV: Standard,5.3,8,A6,E,22.2,15.3,19.1,15,319,3,3
2020,Chevrolet,Suburban 4WD,SUV: Standard,6.2,8,A10,Z,17.2,11.4,14.6,19,343,2,3
2020,Chevrolet,Tahoe,SUV: Standard,5.3,8,A6,X,15.7,10.5,13.4,21,314,3,3
2020,Chevrolet,Tahoe FFV,SUV: Standard,5.3,8,A6,X,15.7,10.5,13.4,21,314,3,3
2020,Chevrolet,Tahoe FFV,SUV: Standard,5.3,8,A6,E,21.2,13.9,17.9,16,298,3,3
2020,Chevrolet,Tahoe 4WD,SUV: Standard,5.3,8,A6,X,16.0,11.2,13.8,20,325,3,3
2020,Chevrolet,Tahoe 4WD FFV,SUV: Standard,5.3,8,A6,X,16.0,11.2,13.8,20,325,3,3
2020,Chevrolet,Tahoe 4WD FFV,SUV: Standard,5.3,8,A6,E,21.7,14.3,18.4,15,305,3,3
2020,Chevrolet,Tahoe 4WD,SUV: Standard,6.2,8,A10,Z,16.5,10.9,13.9,20,327,3,3
2020,Chevrolet,Traverse,SUV: Standard,3.6,6,A9,X,13.0,8.8,11.1,25,261,4,6
2020,Chevrolet,Traverse AWD,SUV: Standard,3.6,6,A9,X,13.6,9.6,11.8,24,276,4,6
2020,Chevrolet,Trax,SUV: Small,1.4,4,AS6,X,9.1,7.6,8.4,34,196,6,5
2020,Chevrolet,Trax AWD,SUV: Small,1.4,4,AS6,X,10.0,8.0,9.1,31,214,5,5
2020,Chrysler,300,Full-size,3.6,6,A8,X,12.4,7.8,10.3,27,242,5,3
2020,Chrysler,300,Full-size,5.7,8,A8,X,14.7,9.4,12.3,23,289,3,3
2020,Chrysler,300 AWD,Full-size,3.6,6,A8,X,12.8,8.7,11.0,26,258,4,3
2020,Chrysler,Pacifica (Stop-Start),Minivan,3.6,6,A9,X,12.4,8.4,10.6,27,249,4,7
2020,Chrysler,Pacifica AWD (Stop-Start),Minivan,3.6,6,A9,X,13.9,9.2,11.8,24,276,4,7
2020,Chrysler,Voyager (Stop-Start),Minivan,3.6,6,A9,X,12.4,8.4,10.6,27,249,4,7
2020,Dodge,Challenger,Mid-size,3.6,6,A8,X,12.4,7.8,10.3,27,242,5,3
2020,Dodge,Challenger (MDS),Mid-size,5.7,8,A8,X,14.7,9.4,12.3,23,289,3,3
2020,Dodge,Challenger,Mid-size,5.7,8,M6,Z,15.6,10.1,13.1,22,307,3,1
2020,Dodge,Challenger (MDS),Mid-size,6.4,8,A8,Z,15.8,9.6,13.0,22,305,3,1
2020,Dodge,Challenger,Mid-size,6.4,8,M6,Z,16.7,10.4,13.9,20,325,3,1
2020,Dodge,Challenger AWD,Mid-size,3.6,6,A8,X,12.8,8.7,11.0,26,258,4,3
2020,Dodge,Challenger Widebody (MDS),Mid-size,6.4,8,A8,Z,15.8,9.6,13.0,22,305,3,1
2020,Dodge,Challenger Widebody (MDS),Mid-size,6.4,8,M6,Z,16.7,10.4,13.9,20,325,3,1
2020,Dodge,Challenger SRT Hellcat,Mid-size,6.2,8,A8,Z,17.6,10.7,14.5,19,339,2,1
2020,Dodge,Challenger SRT Hellcat,Mid-size,6.2,8,M6,Z,18.1,11.4,15.1,19,352,2,1
2020,Dodge,Challenger SRT Hellcat Widebody,Mid-size,6.2,8,A8,Z,18.6,11.2,15.3,18,358,2,1
2020,Dodge,Challenger SRT Hellcat Widebody,Mid-size,6.2,8,M6,Z,18.1,11.4,15.1,19,352,2,1
2020,Dodge,Charger,Full-size,3.6,6,A5,X,13.7,9.0,11.6,24,271,4,3
2020,Dodge,Charger,Full-size,3.6,6,A8,X,12.4,7.8,10.3,27,242,5,3
2020,Dodge,Charger (MDS),Full-size,5.7,8,A8,X,14.7,9.4,12.3,23,289,3,3
2020,Dodge,Charger (MDS),Full-size,6.4,8,A8,Z,15.8,9.6,13.0,22,305,3,1
2020,Dodge,Charger AWD,Full-size,3.6,6,A8,X,12.8,8.7,11.0,26,258,4,3
2020,Dodge,Charger Widebody (MDS),Full-size,6.4,8,A8,Z,15.8,9.6,13.0,22,305,3,1
2020,Dodge,Charger SRT Hellcat Widebody,Full-size,6.2,8,A8,Z,19.0,11.5,15.6,18,368,2,1
2020,Dodge,Durango AWD,SUV: Standard,3.6,6,A8,X,12.7,9.6,11.3,25,265,4,7
2020,Dodge,Durango AWD,SUV: Standard,5.7,8,A8,X,16.7,10.9,14.1,20,331,3,3
2020,Dodge,Durango AWD SRT,SUV: Standard,6.4,8,A8,Z,18.3,12.2,15.6,18,363,2,1
2020,Dodge,Grand Caravan,Minivan,3.6,6,A6,X,13.7,9.4,11.8,24,276,4,5
2020,Dodge,Journey,SUV: Small,2.4,4,A4,X,12.7,9.2,11.1,25,261,4,3
2020,FIAT,124 Spider,Two-seater,1.4,4,A6,X,9.3,6.5,8.0,35,187,6,3
2020,FIAT,124 Spider,Two-seater,1.4,4,M6,X,9.0,6.7,7.9,36,185,7,3
2020,FIAT,500L,Station wagon: Small,1.4,4,A6,X,10.7,7.9,9.4,30,221,5,3
2020,FIAT,500X AWD,SUV: Small,1.3,4,A9,X,10.0,7.9,9.1,31,213,5,6
2020,Ford,EcoSport,SUV: Small,1.0,3,AS6,X,8.6,8.1,8.4,34,197,6,5
2020,Ford,EcoSport AWD,SUV: Small,2.0,4,AS6,X,10.2,8.1,9.2,31,216,5,5
2020,Ford,Edge,SUV: Small,2.0,4,A8,X,11.2,8.1,9.8,29,229,5,5
2020,Ford,Edge AWD,SUV: Small,2.0,4,A8,X,11.4,8.3,10.0,28,233,5,5
2020,Ford,Edge AWD,SUV: Small,2.0,4,AS8,X,11.4,8.3,10.0,28,233,5,5
2020,Ford,Edge AWD,SUV: Small,2.7,6,AS8,X,12.5,9.2,11.0,26,258,4,5
2020,Ford,Escape,SUV: Small,1.5,3,A8,X,8.6,7.1,7.9,36,185,7,7
2020,Ford,Escape AWD,SUV: Small,1.5,3,A8,X,8.9,7.6,8.3,34,196,6,7
2020,Ford,Escape AWD,SUV: Small,2.0,4,AS8,X,10.4,7.5,9.1,31,213,5,5
2020,Ford,Escape Hybrid,SUV: Small,2.5,4,AV,X,5.4,6.3,5.8,49,136,9,7
2020,Ford,Escape Hybrid AWD,SUV: Small,2.5,4,AV,X,5.5,6.4,5.9,48,139,9,7
2020,Ford,Expedition 4X4,SUV: Standard,3.5,6,AS10,X,14.1,10.6,12.5,23,294,3,5
2020,Ford,Expedition MAX 4X4,SUV: Standard,3.5,6,AS10,X,14.7,11.2,13.1,22,308,3,5
2020,Ford,Explorer AWD,SUV: Standard,2.3,4,AS10,X,11.6,8.7,10.3,27,241,5,5
2020,Ford,Explorer AWD,SUV: Standard,3.0,6,AS10,X,13.3,9.8,11.8,24,278,4,5
2020,Ford,Explorer Hybrid AWD,SUV: Standard,3.3,6,AS10,X,10.1,9.0,9.6,29,225,5,5
2020,Ford,F-150,Pickup truck: Standard,2.7,6,AS10,X,12.0,8.9,10.6,27,249,4,5
2020,Ford,F-150,Pickup truck: Standard,3.0,6,AS10,D,11.1,8.3,9.8,29,264,4,1
2020,Ford,F-150 (LT Tire Pkg),Pickup truck: Standard,3.0,6,AS10,D,11.1,8.3,9.8,29,264,4,1
2020,Ford,F-150 FFV,Pickup truck: Standard,3.3,6,AS6,X,12.1,9.3,10.8,26,254,4,5
2020,Ford,F-150 FFV,Pickup truck: Standard,3.3,6,AS6,E,16.6,12.6,14.8,19,245,5,5
2020,Ford,F-150,Pickup truck: Standard,3.5,6,AS10,X,14.3,10.7,12.7,22,298,3,5
2020,Ford,F-150 FFV,Pickup truck: Standard,5.0,8,AS10,X,14.3,10.6,12.6,22,297,3,3
2020,Ford,F-150 FFV,Pickup truck: Standard,5.0,8,AS10,E,20.0,14.8,17.6,16,293,3,3
2020,Ford,F-150 FFV (LT Tire Pkg),Pickup truck: Standard,5.0,8,AS10,X,14.4,11.2,13.0,22,305,3,3
2020,Ford,F-150 FFV (LT Tire Pkg),Pickup truck: Standard,5.0,8,AS10,E,20.0,14.9,17.7,16,294,3,3
2020,Ford,F-150 FFV (Payload Pkg),Pickup truck: Standard,5.0,8,AS10,X,15.1,11.8,13.6,21,319,3,3
2020,Ford,F-150 FFV (Payload Pkg),Pickup truck: Standard,5.0,8,AS10,E,19.9,15.8,18.0,16,300,3,3
2020,Ford,F-150 4X4,Pickup truck: Standard,2.7,6,AS10,X,13.1,10.2,11.8,24,277,4,5
2020,Ford,F-150 4X4,Pickup truck: Standard,3.0,6,AS10,D,11.9,9.4,10.8,26,290,3,1
2020,Ford,F-150 4X4 XL/XLT,Pickup truck: Standard,3.0,6,AS10,D,11.3,8.5,10.0,28,270,4,1
2020,Ford,F-150 FFV 4X4,Pickup truck: Standard,3.3,6,AS6,X,12.9,10.2,11.7,24,274,4,5
2020,Ford,F-150 FFV 4X4,Pickup truck: Standard,3.3,6,AS6,E,17.6,13.8,15.9,18,265,4,5
2020,Ford,F-150 4X4,Pickup truck: Standard,3.5,6,AS10,X,14.6,10.9,13.0,22,304,3,5
2020,Ford,F-150 4X4 Limited,Pickup truck: Standard,3.5,6,AS10,X,13.8,11.2,12.6,22,296,3,5
2020,Ford,F-150 FFV 4X4,Pickup truck: Standard,5.0,8,AS10,X,15.1,11.6,13.5,21,317,3,3
2020,Ford,F-150 FFV 4X4,Pickup truck: Standard,5.0,8,AS10,E,20.3,14.7,17.8,16,296,3,3
2020,Ford,F-150 Raptor 4X4,Pickup truck: Standard,3.5,6,AS10,X,15.3,13.1,14.3,20,336,2,5
2020,Ford,Fusion,Mid-size,1.5,4,AS6,X,10.0,7.0,8.7,32,203,6,7
2020,Ford,Fusion Hybrid,Mid-size,2.0,4,AV,X,5.5,5.7,5.6,50,131,9,7
2020,Ford,GT,Two-seater,3.5,6,AM7,Z,19.8,12.8,16.6,17,393,1,3
2020,Ford,Mustang,Subcompact,2.3,4,AS10,X,11.2,7.3,9.4,30,221,5,5
2020,Ford,Mustang (Performance Pkg),Subcompact,2.3,4,AS10,X,11.8,8.4,10.3,27,242,5,5
2020,Ford,Mustang,Subcompact,2.3,4,M6,X,11.2,7.9,9.7,29,226,5,5
2020,Ford,Mustang (Performance Pkg),Subcompact,2.3,4,M6,X,11.8,8.7,10.4,27,244,5,5
2020,Ford,Mustang,Subcompact,5.0,8,AS10,X,15.0,9.1,12.3,23,289,3,3
2020,Ford,Mustang,Subcompact,5.0,8,M6,X,16.1,9.9,13.3,21,312,3,3
2020,Ford,Mustang Bullitt,Subcompact,5.0,8,M6,X,16.4,10.2,13.6,21,319,3,3
2020,Ford,Mustang Convertible,Subcompact,2.3,4,AS10,X,11.8,8.4,10.3,27,242,5,5
2020,Ford,Mustang Convertible (Performance Pkg),Subcompact,2.3,4,AS10,X,11.8,8.7,10.4,27,244,5,5
2020,Ford,Mustang Convertible,Subcompact,2.3,4,M6,X,11.8,8.4,10.3,27,240,5,5
2020,Ford,Mustang Convertible (Performance Pkg),Subcompact,2.3,4,M6,X,12.1,9.1,10.7,26,252,4,5
2020,Ford,Mustang Convertible,Subcompact,5.0,8,AS10,X,15.4,9.7,12.9,22,303,3,3
2020,Ford,Ranger 4WD,Pickup truck: Standard,2.3,4,AS10,X,11.8,9.8,10.9,26,256,4,5
2020,Ford,Shelby GT350 Mustang,Subcompact,5.2,8,M6,Z,17.1,11.4,14.5,19,342,2,3
2020,Ford,Shelby GT500 Mustang,Subcompact,5.2,8,AM7,Z,19.9,12.7,16.7,17,392,1,3
2020,Ford,T-150 Wagon FFV,Van: Passenger,3.5,6,AS10,X,16.2,12.3,14.5,19,340,2,1
2020,Ford,T-150 Wagon FFV,Van: Passenger,3.5,6,AS10,E,21.5,16.2,19.1,15,316,3,1
2020,Ford,T-150 Wagon FFV 4WD,Van: Passenger,3.5,6,AS10,X,16.7,12.8,15.0,19,352,2,1
2020,Ford,T-150 Wagon FFV 4WD,Van: Passenger,3.5,6,AS10,E,22.1,16.8,19.8,14,328,3,1
2020,Ford,Transit Connect Van FFV,Special purpose vehicle,2.0,4,AS8,X,9.8,8.8,9.3,30,219,5,5
2020,Ford,Transit Connect Van FFV,Special purpose vehicle,2.0,4,AS8,E,13.3,11.8,12.6,22,209,5,5
2020,Ford,Transit Connect Van LWB,Special purpose vehicle,2.0,4,AS8,X,9.8,8.8,9.3,30,219,5,6
2020,Ford,Transit Connect Van LWB,Special purpose vehicle,2.5,4,AS6,X,12.0,8.8,10.6,27,247,4,5
2020,Ford,Transit Connect Wagon LWB,Special purpose vehicle,2.0,4,AS8,X,9.9,8.2,9.2,31,214,5,6
2020,Ford,Transit Connect Wagon LWB FFV,Special purpose vehicle,2.0,4,AS8,X,9.9,8.2,9.2,31,214,5,5
2020,Ford,Transit Connect Wagon LWB FFV,Special purpose vehicle,2.0,4,AS8,E,13.7,11.1,12.5,23,208,6,5
2020,Ford,Transit Connect Wagon LWB,Special purpose vehicle,2.5,4,AS6,X,12.1,9.0,10.7,26,251,4,5
2020,Genesis,G70,Compact,2.0,4,M6,Z,12.8,8.5,10.9,26,255,4,3
2020,Genesis,G70 AWD,Compact,2.0,4,AS8,Z,11.4,8.6,10.2,28,238,5,3
2020,Genesis,G70 AWD,Compact,3.3,6,AS8,Z,14.1,9.5,12.0,24,284,3,3
2020,Genesis,G80 AWD,Full-size,3.3,6,AS8,Z,13.8,9.7,11.9,24,282,4,3
2020,Genesis,G80 AWD,Full-size,3.8,6,AS8,X,13.4,9.6,11.7,24,276,4,5
2020,Genesis,G80 AWD,Full-size,5.0,8,AS8,Z,15.6,10.4,13.2,21,312,3,5
2020,Genesis,G90 AWD,Full-size,3.3,6,AS8,Z,13.6,9.5,11.8,24,280,4,3
2020,Genesis,G90 AWD,Full-size,5.0,8,AS8,Z,15.4,10.2,13.1,22,311,3,5
2020,GMC,Acadia,SUV: Standard,2.0,4,A9,X,11.0,8.3,9.8,29,225,5,6
2020,GMC,Acadia,SUV: Standard,2.5,4,A9,X,11.3,8.9,10.2,28,238,5,5
2020,GMC,Acadia,SUV: Standard,3.6,6,A9,X,12.6,8.8,10.9,26,257,4,6
2020,GMC,Acadia AWD,SUV: Standard,2.0,4,A9,X,11.3,8.7,10.1,28,232,5,6
2020,GMC,Acadia AWD,SUV: Standard,3.6,6,A9,X,13.1,9.4,11.4,25,269,4,6
2020,GMC,Canyon,Pickup truck: Small,2.5,4,A6,X,12.1,9.2,10.8,26,252,4,5
2020,GMC,Canyon,Pickup truck: Small,2.8,4,A6,D,11.8,7.9,10.1,28,270,4,3
2020,GMC,Canyon,Pickup truck: Small,3.6,6,A8,X,13.4,9.6,11.7,24,273,4,5
2020,GMC,Canyon 4WD,Pickup truck: Small,2.5,4,A6,X,12.6,9.7,11.3,25,265,4,5
2020,GMC,Canyon 4WD,Pickup truck: Small,2.8,4,A6,D,12.3,8.5,10.6,27,284,3,3
2020,GMC,Canyon 4WD,Pickup truck: Small,3.6,6,A8,X,14.0,9.9,12.2,23,286,3,5
2020,GMC,Sierra,Pickup truck: Standard,2.7,4,A8,X,11.9,10.3,11.1,25,262,4,6
2020,GMC,Sierra WT,Pickup truck: Standard,2.7,4,A8,X,12.5,10.8,11.7,24,275,4,6
2020,GMC,Sierra,Pickup truck: Standard,3.0,6,A10,D,10.2,7.8,9.1,31,245,5,1
2020,GMC,Sierra,Pickup truck: Standard,4.3,6,A6,X,15.1,11.5,13.5,21,318,3,6
2020,GMC,Sierra,Pickup truck: Standard,5.3,8,A6,X,15.9,11.4,13.9,20,326,3,5
2020,GMC,Sierra FFV,Pickup truck: Standard,5.3,8,A6,X,16.0,12.6,14.4,20,339,2,3
2020,GMC,Sierra FFV,Pickup truck: Standard,5.3,8,A6,E,22.2,16.2,19.5,14,326,3,3
2020,GMC,Sierra,Pickup truck: Standard,5.3,8,A8,X,14.0,10.1,12.2,23,288,3,5
2020,GMC,Sierra 4WD,Pickup truck: Standard,2.7,4,A8,X,12.5,10.8,11.7,24,275,4,6
2020,GMC,Sierra WT 4WD,Pickup truck: Standard,2.7,4,A8,X,12.7,11.0,12.0,24,280,4,6
2020,GMC,Sierra 4WD,Pickup truck: Standard,3.0,6,A10,D,10.5,9.1,9.9,29,265,4,1
2020,GMC,Sierra 4WD AT4,Pickup truck: Standard,3.0,6,A10,D,10.5,9.1,9.9,29,265,4,1
2020,GMC,Sierra 4WD,Pickup truck: Standard,4.3,6,A6,X,15.7,12.0,14.1,20,331,3,6
2020,GMC,Sierra 4WD,Pickup truck: Standard,5.3,8,A6,X,15.9,11.8,14.1,20,331,3,5
2020,GMC,Sierra 4WD FFV,Pickup truck: Standard,5.3,8,A6,X,16.4,12.6,14.7,19,344,2,3
2020,GMC,Sierra 4WD FFV,Pickup truck: Standard,5.3,8,A6,E,21.8,16.8,19.5,14,325,3,3
2020,GMC,Sierra 4WD AT4,Pickup truck: Standard,5.3,8,A6,X,16.7,13.1,15.1,19,354,2,5
2020,GMC,Sierra 4WD,Pickup truck: Standard,5.3,8,A8,X,14.7,10.8,13.0,22,304,3,5
2020,GMC,Sierra 4WD AT4,Pickup truck: Standard,5.3,8,A8,X,15.1,11.4,13.4,21,314,3,5
2020,GMC,Sierra 4WD,Pickup truck: Standard,5.3,8,A10,X,14.3,10.6,12.7,22,298,3,5
2020,GMC,Sierra 4WD AT4,Pickup truck: Standard,5.3,8,A10,X,14.7,11.2,13.1,22,307,3,5
2020,GMC,Sierra 4WD,Pickup truck: Standard,6.2,8,A10,Z,15.5,11.9,13.9,20,326,3,3
2020,GMC,Sierra 4WD AT4,Pickup truck: Standard,6.2,8,A10,Z,15.7,12.4,14.2,20,332,3,3
2020,GMC,Terrain,SUV: Small,1.5,4,A9,X,9.2,7.8,8.6,33,202,6,7
2020,GMC,Terrain AWD,SUV: Small,1.5,4,A9,X,9.5,8.3,9.0,31,210,5,7
2020,GMC,Terrain AWD,SUV: Small,2.0,4,A9,Z,11.2,9.0,10.2,28,239,5,5
2020,GMC,Yukon,SUV: Standard,5.3,8,A6,X,15.7,10.5,13.4,21,314,3,3
2020,GMC,Yukon FFV,SUV: Standard,5.3,8,A6,X,15.7,10.5,13.4,21,314,3,3
2020,GMC,Yukon FFV,SUV: Standard,5.3,8,A6,E,21.2,13.9,17.9,16,298,3,3
2020,GMC,Yukon 4WD,SUV: Standard,5.3,8,A6,X,16.0,11.2,13.8,20,325,3,3
2020,GMC,Yukon 4WD FFV,SUV: Standard,5.3,8,A6,X,16.0,11.2,13.8,20,325,3,3
2020,GMC,Yukon 4WD FFV,SUV: Standard,5.3,8,A6,E,21.7,14.3,18.4,15,305,3,3
2020,GMC,Yukon 4WD,SUV: Standard,6.2,8,A10,Z,16.5,10.9,13.9,20,327,3,3
2020,GMC,Yukon XL,SUV: Standard,5.3,8,A6,X,15.7,10.5,13.4,21,314,3,3
2020,GMC,Yukon XL FFV,SUV: Standard,5.3,8,A6,X,15.7,10.5,13.4,21,314,3,3
2020,GMC,Yukon XL FFV,SUV: Standard,5.3,8,A6,E,21.2,13.9,17.9,16,298,3,3
2020,GMC,Yukon XL 4WD,SUV: Standard,5.3,8,A6,X,16.8,11.3,14.4,20,337,2,3
2020,GMC,Yukon XL 4WD FFV,SUV: Standard,5.3,8,A6,X,16.8,11.3,14.4,20,337,2,3
2020,GMC,Yukon XL 4WD FFV,SUV: Standard,5.3,8,A6,E,22.2,15.3,19.1,15,319,3,3
2020,GMC,Yukon XL 4WD,SUV: Standard,6.2,8,A10,Z,17.2,11.4,14.6,19,343,2,3
2020,Honda,Accord,Full-size,1.5,4,AV,X,7.9,6.3,7.2,39,170,7,7
2020,Honda,Accord,Full-size,1.5,4,AV7,X,8.2,6.8,7.6,37,177,7,7
2020,Honda,Accord,Full-size,1.5,4,M6,X,8.9,6.7,7.9,36,185,7,6
2020,Honda,Accord,Full-size,2.0,4,M6,X,10.7,7.3,9.2,31,214,5,6
2020,Honda,Accord Sport/Touring,Mid-size,2.0,4,AS10,X,10.4,7.4,9.1,31,211,5,7
2020,Honda,Accord Hybrid,Full-size,2.0,4,AV,X,5.0,5.0,5.0,56,117,10,7
2020,Honda,Civic Coupe,Compact,1.5,4,AV7,X,7.8,6.4,7.2,39,167,7,3
2020,Honda,Civic Coupe,Compact,2.0,4,AV,X,7.8,6.1,7.1,40,164,8,3
2020,Honda,Civic Coupe,Compact,2.0,4,AV7,X,8.3,6.6,7.5,38,176,7,3
2020,Honda,Civic Coupe,Compact,2.0,4,M6,X,9.3,6.7,8.1,35,189,6,3
2020,Honda,Civic Coupe Si,Compact,1.5,4,M6,Z,8.9,6.4,7.8,36,183,7,3
2020,Honda,Civic Hatchback,Full-size,1.5,4,AV,X,7.7,6.0,6.9,41,162,8,3
2020,Honda,Civic Hatchback,Full-size,1.5,4,M6,X,8.0,6.2,7.2,39,167,7,3
2020,Honda,Civic Hatchback Sport,Full-size,1.5,4,AV7,Z,8.0,6.6,7.4,38,172,7,3
2020,Honda,Civic Hatchback Sport,Full-size,1.5,4,M6,Z,8.0,6.2,7.2,39,167,7,3
2020,Honda,Civic Sedan,Mid-size,1.5,4,AV7,X,7.8,6.2,7.1,40,165,7,3
2020,Honda,Civic Sedan,Mid-size,2.0,4,AV,X,7.9,6.1,7.1,40,167,7,3
2020,Honda,Civic Sedan,Mid-size,2.0,4,AV7,X,8.2,6.5,7.4,38,172,7,3
2020,Honda,Civic Sedan,Mid-size,2.0,4,M6,X,9.3,6.5,8.0,35,186,7,3
2020,Honda,Civic Sedan Si,Mid-size,1.5,4,M6,Z,8.9,6.4,7.8,36,183,7,3
